256 455
238 243 242
242 247 246
246 251 250
248 253 252
248 253 252
250 252 252
252 254 254
254 254 254
254 254 254
252 254 254
251 253 253
253 253 253
255 255 255
243 239 238
174 170 169
191 187 186
209 205 204
207 198 195
154 142 138
74 61 53
40 27 19
45 31 25
51 37 31
59 43 36
63 47 40
66 48 41
73 57 50
59 45 39
126 108 101
153 127 111
168 131 111
180 135 108
184 134 106
186 135 109
185 134 108
184 133 107
184 133 107
185 134 108
188 138 110
187 136 110
187 136 110
186 135 109
188 136 113
190 138 115
188 136 113
188 137 111
188 137 111
187 136 110
188 137 111
190 141 115
191 142 116
190 138 115
194 142 119
194 142 119
189 137 114
192 139 118
191 138 117
188 138 115
191 143 119
189 141 117
190 142 118
189 140 118
191 142 120
190 141 119
190 141 119
190 141 119
193 144 122
191 142 120
192 143 121
191 142 120
191 144 122
189 142 120
191 144 122
192 145 123
189 142 120
190 143 121
191 144 122
191 147 124
192 148 125
189 145 122
192 148 125
195 151 127
195 151 127
190 148 125
192 150 127
192 148 125
192 148 125
192 150 127
192 150 127
192 150 127
193 151 128
191 149 126
191 149 126
195 154 131
193 152 129
193 151 128
197 155 132
189 148 125
194 153 130
192 149 128
194 151 130
193 152 130
194 153 131
199 156 137
198 156 137
194 152 133
196 154 135
198 156 137
198 156 137
195 152 133
197 154 135
197 155 136
199 157 138
197 157 138
203 163 144
200 160 142
196 156 138
199 159 141
202 162 143
199 159 140
197 157 138
198 158 139
201 161 143
199 159 141
203 163 145
200 162 144
201 163 145
202 162 144
203 163 145
202 164 146
203 164 149
204 165 150
203 164 149
200 164 146
202 166 148
202 166 150
200 164 148
197 161 143
200 164 146
202 164 146
200 162 144
201 165 147
200 164 146
202 166 148
200 164 146
201 166 146
201 166 146
200 164 146
198 162 144
201 165 149
200 164 148
201 165 147
200 164 146
203 168 148
203 168 148
202 167 147
204 167 147
205 168 148
203 166 146
201 164 144
202 165 143
201 164 142
199 164 144
202 167 147
202 167 147
200 165 145
202 167 147
204 167 147
206 169 149
201 164 144
204 167 147
204 167 147
201 166 146
206 171 151
202 169 149
204 171 152
203 170 151
205 169 151
202 167 147
202 166 148
204 168 150
200 167 147
200 165 145
198 163 143
198 163 143
202 165 145
200 165 145
201 166 146
199 163 145
200 164 146
199 163 145
197 161 143
198 162 144
198 162 144
203 165 147
201 161 143
203 163 144
202 165 145
199 164 144
199 162 142
197 160 140
197 160 140
199 162 142
198 161 141
200 163 143
200 160 141
201 161 142
198 158 139
198 158 139
199 162 142
198 161 141
196 156 137
198 158 139
198 161 141
194 157 137
197 158 136
198 159 137
197 157 138
197 157 138
195 155 136
196 156 137
196 157 135
191 152 130
193 152 130
194 153 131
190 150 131
189 149 130
192 152 133
190 151 129
191 154 132
191 157 134
196 159 139
192 156 138
194 157 137
190 153 133
194 154 135
196 156 137
193 156 136
196 156 137
195 155 136
192 152 133
189 149 131
196 156 138
195 155 137
171 107 77
172 108 78
172 108 78
170 106 76
170 106 76
170 106 76
171 107 77
171 107 77
170 106 76
170 106 76
172 108 78
170 106 76
172 108 78
170 106 76
172 108 78
171 109 79
173 109 79
172 108 78
174 108 79
172 106 77
172 108 78
172 108 78
171 107 77
172 108 78
173 109 78
172 108 77
173 109 79
173 109 79
173 109 78
172 108 78
174 107 80
174 107 80
174 108 79
174 108 79
175 109 80
173 109 79
174 110 80
172 110 80
173 111 81
173 111 81
173 111 81
173 111 81
174 110 80
174 110 80
175 111 81
175 111 81
176 110 81
176 110 81
175 110 79
176 112 81
174 113 81
173 112 80
174 113 81
174 113 81
176 111 80
176 112 81
175 111 80
174 113 79
176 113 79
176 113 79
175 112 78
176 113 79
177 113 79
176 113 79
176 112 81
176 112 81
176 113 79
176 113 79
177 114 80
178 114 80
176 113 79
175 114 80
175 116 84
174 115 83
175 114 80
175 114 80
176 115 81
177 116 84
176 115 83
176 115 83
174 115 83
174 115 83
174 115 83
176 117 85
176 118 83
177 118 86
175 116 84
175 116 84
176 117 85
175 116 84
175 116 84
175 116 84
174 115 83
177 118 86
176 117 85
175 115 85
178 117 85
178 117 85
179 118 86
177 118 86
177 117 87
177 117 87
180 118 88
179 117 87
177 118 86
177 118 86
178 118 88
177 117 87
177 118 86
178 119 87
177 119 84
176 118 83
178 119 87
177 118 86
178 119 87
178 119 87
178 119 87
178 119 87
178 119 87
178 119 87
181 119 89
182 120 90
182 120 90
181 119 89
180 120 90
180 120 90
179 119 89
179 119 89
178 119 87
178 119 87
180 120 90
179 119 89
178 118 88
180 120 90
179 119 89
179 119 89
179 119 89
179 119 89
180 120 90
180 120 90
181 121 91
181 121 91
180 120 90
181 121 91
182 122 92
182 122 92
181 121 91
181 121 91
179 120 88
180 120 90
182 122 92
180 120 91
179 122 91
180 123 92
179 122 91
176 122 92
166 117 91
159 118 96
166 135 120
195 173 161
223 208 199
228 220 213
223 216 213
219 215 214
221 219 219
223 221 221
233 230 232
235 232 234
232 230 230
226 224 223
224 220 219
222 218 217
222 218 217
221 216 215
223 218 217
225 221 220
223 219 218
221 217 216
225 220 219
231 226 223
233 224 221
212 202 195
176 162 156
147 128 120
136 114 103
138 116 105
135 116 108
132 114 107
126 113 105
127 114 106
129 116 108
132 117 108
132 117 108
135 118 109
136 118 111
134 118 111
128 118 111
197 194 189
219 220 218
201 206 205
213 218 217
204 210 209
199 205 204
223 229 228
227 233 232
230 235 234
233 237 238
239 243 244
242 246 247
244 248 249
244 249 248
241 246 245
247 252 251
248 253 252
251 253 254
252 254 255
254 254 254
255 255 255
254 254 254
254 254 254
254 254 254
253 253 253
253 253 253
255 255 255
223 219 218
176 172 171
203 201 201
232 230 230
226 219 216
138 127 123
43 32 24
43 30 22
40 26 20
50 36 30
61 45 38
64 46 39
64 47 38
73 55 48
64 48 42
120 102 95
164 142 130
157 127 108
177 133 109
184 134 106
184 133 107
183 132 106
185 133 110
184 133 107
186 135 109
188 137 111
187 135 112
186 135 109
186 135 109
188 137 111
186 135 109
188 137 111
190 138 115
188 136 113
187 135 112
188 136 113
191 140 114
190 139 113
189 139 116
191 141 119
189 139 116
189 139 116
191 139 116
188 136 113
188 138 115
190 140 117
189 139 116
188 138 115
188 138 116
190 140 118
188 138 116
190 140 118
188 139 117
191 142 120
191 142 120
193 144 122
190 141 119
193 144 122
192 143 121
193 144 122
187 140 118
188 141 119
191 144 122
194 147 125
193 146 124
193 146 124
190 146 123
194 150 127
189 147 124
190 148 125
191 149 126
191 149 126
189 145 122
190 146 123
190 148 125
194 152 129
194 151 130
192 149 128
195 152 131
197 154 133
196 154 131
191 149 126
193 151 128
195 153 130
191 150 128
191 152 130
194 153 130
197 156 133
192 151 128
195 154 131
198 157 135
198 157 135
197 156 134
199 158 136
196 155 133
198 155 134
197 154 135
196 153 134
197 155 136
199 157 138
197 157 138
199 159 140
199 159 141
198 158 140
201 161 142
199 159 140
198 158 139
201 161 143
201 161 143
199 158 143
200 159 144
203 162 147
201 161 143
202 162 144
201 161 143
199 159 141
200 160 142
198 158 140
195 157 139
196 158 140
200 164 146
202 166 148
201 162 147
201 165 149
204 168 150
202 166 148
203 164 149
202 163 148
202 164 146
202 164 146
203 165 147
204 166 148
203 166 146
201 164 144
200 162 144
202 164 146
201 163 145
200 162 144
204 165 150
203 167 149
202 167 147
201 166 146
201 166 146
201 166 146
198 163 143
202 167 147
200 163 143
199 162 142
199 164 144
199 164 144
200 163 143
197 160 140
199 162 140
201 164 142
205 166 144
205 166 144
206 167 145
205 168 146
204 167 145
200 165 145
203 168 148
199 166 147
200 166 150
202 169 150
201 168 149
202 169 150
202 169 150
200 167 148
199 168 147
199 168 147
198 165 145
197 164 144
199 165 142
198 164 141
197 163 140
199 164 144
198 163 143
197 162 142
198 161 141
200 163 143
196 160 142
199 161 143
202 162 143
202 163 141
199 162 140
198 161 139
198 159 137
199 160 138
196 159 137
196 159 137
194 157 135
195 160 140
198 161 141
202 165 145
200 163 143
195 158 136
200 161 139
197 158 136
197 158 136
196 156 137
196 156 137
199 159 140
196 159 139
193 156 136
197 158 136
198 159 137
199 159 140
193 153 134
196 157 135
196 158 134
194 155 133
194 155 133
195 156 134
195 156 134
194 155 133
191 152 130
193 154 132
189 152 130
192 152 133
188 150 132
189 149 130
189 149 130
192 152 133
191 151 132
193 153 134
194 154 135
194 154 136
194 154 136
193 153 134
195 152 135
195 152 135
170 106 76
169 105 75
170 104 75
170 106 76
171 107 77
172 108 78
172 108 78
172 108 78
170 106 76
171 107 77
171 107 77
171 107 77
170 106 76
171 107 77
168 106 76
171 109 79
171 107 77
170 106 76
173 107 78
172 108 78
172 108 78
171 107 77
172 108 78
172 108 78
174 109 78
175 110 79
172 108 78
173 109 79
173 109 79
172 108 78
174 108 79
175 108 81
175 109 80
174 110 80
174 108 79
175 111 81
172 110 80
172 110 80
172 110 80
172 110 80
172 110 80
172 110 80
173 109 79
174 110 80
174 110 80
174 110 80
175 111 81
176 111 80
175 110 79
174 110 79
176 112 81
174 113 81
172 111 79
172 111 79
176 112 81
175 111 80
174 113 79
174 113 79
176 113 79
176 113 79
175 112 78
175 112 78
176 113 79
176 113 79
176 112 81
176 112 81
174 113 79
174 113 79
176 113 79
176 113 79
177 114 80
174 113 79
173 114 82
173 114 82
175 114 80
176 115 81
175 114 82
176 115 83
176 115 83
176 115 83
174 115 83
174 115 83
174 115 83
175 116 84
174 116 81
175 117 82
175 115 85
174 114 84
174 115 83
176 117 85
174 114 84
174 115 83
175 116 84
176 118 83
176 117 85
176 116 86
177 116 84
177 116 84
176 117 85
176 117 85
176 116 86
177 117 87
179 117 87
179 117 87
176 117 85
176 117 85
177 117 87
177 117 87
177 118 86
178 119 87
177 119 84
178 120 85
179 120 88
178 119 87
179 120 88
178 119 87
178 119 87
178 119 87
178 119 87
178 119 87
181 119 89
181 119 89
181 119 89
180 118 88
179 119 89
179 119 89
180 120 90
178 118 88
178 119 87
178 119 87
178 118 88
178 118 88
179 119 89
178 118 88
177 117 87
179 119 89
179 119 89
181 121 91
180 120 90
179 119 89
180 120 90
180 120 90
180 120 90
180 120 90
180 120 90
180 120 90
179 119 89
179 119 89
180 121 89
180 120 90
180 120 91
178 120 91
177 122 95
171 121 93
163 116 89
161 119 96
175 139 121
203 176 162
223 205 198
220 211 207
215 212 208
217 218 216
220 218 218
229 227 227
234 232 232
233 231 231
230 225 226
225 220 221
221 217 216
220 216 215
221 218 214
222 219 215
224 219 218
224 219 218
223 218 217
222 217 216
224 219 216
232 225 222
223 212 208
190 178 172
156 141 132
136 116 105
139 113 101
151 120 105
157 124 105
155 122 103
145 116 101
140 114 102
136 116 105
133 117 105
133 116 107
132 116 104
133 117 105
134 117 108
138 119 111
133 117 110
134 124 117
205 201 196
220 219 215
209 212 210
198 201 199
170 175 174
231 235 236
234 239 240
231 236 237
235 241 240
238 242 243
242 246 247
245 249 250
246 250 251
245 250 249
244 249 248
249 254 253
249 254 253
252 254 255
252 254 255
254 254 254
254 254 254
254 254 254
254 254 254
254 254 254
253 253 253
253 253 253
255 255 255
212 207 204
185 180 177
214 212 212
250 248 248
236 229 226
114 104 97
26 16 9
40 28 22
40 26 20
46 30 23
60 42 35
58 41 32
63 46 37
71 54 45
66 50 43
116 100 93
180 162 151
152 126 110
177 133 109
185 135 107
185 135 107
184 133 107
186 134 111
186 134 111
186 135 109
187 136 110
186 134 111
188 137 111
187 136 110
187 136 110
187 136 110
189 138 112
187 136 110
187 135 112
188 136 113
188 136 113
187 136 110
187 136 110
185 135 112
188 138 116
188 138 115
188 138 115
189 137 114
192 140 117
186 136 113
186 136 113
187 137 114
190 140 117
189 139 117
191 141 119
189 136 115
190 140 118
188 139 117
191 142 120
192 143 121
191 142 120
195 145 123
193 143 121
192 143 121
194 145 123
190 143 121
191 144 122
189 142 120
191 144 122
189 142 120
190 143 121
188 144 121
190 146 123
190 148 125
190 148 125
191 149 126
189 147 124
193 149 126
196 152 129
195 153 130
191 149 126
193 150 129
193 150 129
193 150 129
193 150 129
192 150 127
193 151 128
196 154 131
187 145 122
194 153 131
191 152 130
197 156 133
193 152 129
193 152 129
197 156 133
195 154 132
194 153 131
193 154 132
198 157 135
198 155 134
195 152 131
197 154 135
200 157 138
198 156 137
196 155 133
196 156 137
196 156 137
196 156 138
199 159 141
196 156 137
197 157 138
197 157 138
197 157 139
199 159 141
196 155 140
198 157 142
199 159 141
199 159 141
199 159 141
200 160 142
201 161 143
198 158 139
200 160 141
199 161 143
201 163 145
200 162 144
200 164 146
197 161 145
198 162 146
198 162 144
197 161 143
202 164 146
200 162 144
201 163 145
199 161 143
200 162 144
198 160 142
201 164 144
202 165 145
202 164 146
200 162 144
200 162 144
201 163 145
204 166 148
201 163 145
202 165 145
203 168 148
198 165 146
200 167 148
202 166 148
202 167 147
203 165 147
201 163 145
201 165 147
199 163 145
200 160 141
201 162 140
198 161 139
199 163 139
200 161 139
200 161 139
203 163 144
201 164 142
199 162 140
199 164 144
199 163 145
200 167 148
199 166 147
199 166 147
198 165 146
201 168 149
203 170 151
202 169 150
202 171 150
201 170 149
202 169 149
200 167 147
199 166 146
198 165 145
200 165 145
197 162 142
199 164 144
197 162 142
195 160 140
197 160 140
194 158 140
196 158 140
197 157 138
197 158 136
195 158 136
196 159 137
197 158 136
199 160 138
197 159 135
197 161 137
196 159 137
198 161 139
194 159 139
192 157 137
198 161 141
197 160 138
193 154 132
191 153 129
195 156 134
193 154 132
199 159 140
197 157 138
194 157 137
195 158 138
195 156 134
193 154 132
197 157 138
193 153 134
193 154 132
194 155 133
195 156 134
192 153 131
192 153 131
195 156 134
191 152 130
191 152 130
193 155 131
193 154 132
194 154 135
189 149 130
188 148 129
190 150 131
190 151 129
191 152 130
191 151 132
189 149 130
188 148 130
194 154 135
193 151 132
193 151 132
194 151 134
169 105 75
169 105 75
169 105 75
169 105 75
171 107 77
169 107 77
171 107 77
171 107 77
167 105 75
167 105 75
170 106 76
170 106 76
170 106 76
169 107 77
168 106 76
169 107 77
172 108 78
171 107 77
171 107 77
172 108 78
173 109 79
170 108 78
173 109 79
170 106 76
171 107 77
172 108 78
171 106 78
172 108 78
172 108 78
172 108 78
172 108 78
172 108 78
172 108 78
171 109 79
173 109 79
172 110 80
172 110 80
171 109 79
171 109 79
172 110 80
172 110 80
171 109 79
174 110 80
175 111 81
172 111 79
172 111 79
173 112 80
174 110 79
174 110 79
174 110 79
175 111 81
176 112 82
174 113 81
173 112 80
175 111 80
176 112 81
174 113 81
172 113 81
175 114 82
173 112 80
175 112 78
175 112 78
176 112 81
174 113 81
175 114 80
173 112 78
173 112 78
174 113 79
174 113 79
173 112 78
174 114 78
174 113 79
173 114 82
173 114 82
174 113 79
175 114 80
173 114 82
173 114 82
175 113 83
176 114 84
174 114 84
174 114 84
174 115 83
174 115 83
174 116 81
175 117 82
173 113 83
175 115 85
175 115 85
174 114 84
175 115 85
175 116 84
175 116 84
176 118 83
176 117 85
175 116 84
176 117 85
176 117 85
177 118 86
177 118 86
175 115 85
176 116 86
177 117 87
177 117 87
176 117 85
176 117 85
177 117 87
177 117 87
177 118 86
177 118 86
178 117 83
178 117 83
178 117 85
179 118 86
177 117 87
177 117 87
177 118 86
176 117 85
178 118 88
177 117 87
177 117 87
178 118 88
178 118 88
178 118 88
176 116 86
178 118 88
178 118 88
177 117 87
178 119 87
178 119 87
179 119 89
179 119 89
179 119 90
179 119 90
179 119 90
180 120 91
180 120 90
179 119 89
178 119 87
178 119 87
179 119 89
178 118 88
179 119 89
180 120 90
179 119 89
180 120 90
177 120 89
178 121 90
180 120 90
180 120 90
181 121 92
175 118 92
162 114 90
160 120 101
175 146 131
207 185 174
227 211 204
227 216 212
222 215 212
223 219 218
221 219 218
232 230 229
236 232 231
231 227 226
225 221 220
222 218 217
221 216 215
221 216 215
223 218 217
224 219 218
223 219 218
222 218 217
220 216 215
226 221 220
230 225 224
228 219 216
204 192 186
168 152 145
142 121 113
136 112 100
147 117 100
158 123 103
165 122 101
167 121 97
171 124 97
171 124 97
172 126 102
164 121 100
153 120 101
144 118 101
140 121 108
139 123 111
138 122 110
138 121 112
140 121 113
136 118 111
136 124 118
200 192 185
194 190 185
181 178 173
151 148 144
167 165 164
240 242 243
232 236 237
235 240 241
237 242 243
241 245 246
245 249 250
247 251 252
248 252 253
244 249 248
245 250 249
249 254 253
248 253 252
250 255 254
252 254 254
254 254 254
254 254 254
254 254 254
254 254 254
254 254 254
253 253 253
254 253 255
255 255 255
203 196 193
191 185 180
218 214 213
255 253 252
237 228 224
93 83 76
17 7 0
36 26 19
43 29 23
43 27 20
54 37 28
57 41 29
62 44 33
69 53 41
66 50 43
120 104 97
202 185 176
157 130 116
174 130 107
186 133 106
183 133 105
186 136 108
185 134 108
184 133 107
187 136 110
186 135 109
186 135 109
188 137 111
187 136 110
189 137 114
188 136 113
188 137 111
187 136 110
189 138 112
185 134 108
187 136 110
186 135 109
186 135 109
185 135 112
188 138 116
189 139 116
185 135 112
190 139 113
191 140 114
187 137 114
188 138 115
189 139 116
190 140 117
187 137 115
189 139 117
189 139 117
191 141 119
190 141 119
186 139 117
191 142 120
192 143 121
190 141 119
187 138 116
191 142 120
193 144 122
190 141 119
191 142 120
192 143 121
191 142 120
189 142 120
191 144 122
189 145 122
192 148 125
191 149 126
191 149 126
190 149 126
187 146 123
190 148 125
191 149 126
192 148 125
191 147 124
193 150 129
192 149 128
191 149 130
193 152 130
193 151 128
194 152 129
190 147 126
194 151 130
197 156 134
195 154 132
190 147 126
190 147 126
195 153 130
193 151 128
190 149 127
195 154 132
197 156 134
196 155 133
197 154 133
196 153 132
198 156 137
200 158 139
199 156 137
194 152 133
201 162 140
197 157 138
198 158 140
199 159 141
200 160 141
199 160 138
196 157 135
197 157 138
200 160 141
197 157 139
199 159 141
200 160 142
197 157 139
199 159 140
200 160 142
199 159 141
201 161 142
200 160 141
205 165 146
203 166 146
200 162 144
200 164 146
203 167 149
200 164 146
196 160 142
199 163 145
198 160 142
201 164 144
199 162 142
201 164 144
202 162 144
201 163 145
198 161 141
199 164 144
202 164 146
201 163 145
202 163 148
200 162 144
198 158 140
200 160 141
204 164 145
203 166 146
199 163 145
199 166 147
200 167 148
200 167 148
203 167 151
201 165 147
200 164 146
197 161 143
203 163 144
203 164 142
201 164 142
204 167 145
202 165 145
202 165 145
200 162 144
200 165 145
200 165 145
200 165 145
202 166 148
199 163 145
200 164 146
202 166 148
199 166 147
200 167 148
202 169 150
201 168 149
203 172 151
202 171 150
204 171 152
201 168 149
200 168 149
203 171 152
201 168 149
199 166 147
201 168 149
201 168 149
200 164 146
197 161 143
198 162 146
197 161 143
197 160 140
194 157 135
199 162 140
198 161 139
198 159 137
199 158 136
200 159 137
197 158 136
200 161 139
200 161 139
196 159 139
196 159 139
199 159 140
199 159 140
196 157 135
196 157 135
189 150 128
197 158 136
196 157 135
192 153 131
194 154 135
196 156 137
192 155 133
191 154 132
193 153 134
197 157 138
192 152 133
191 152 130
192 153 131
190 151 129
191 150 127
194 153 130
192 151 128
192 151 128
188 150 126
191 153 129
191 152 130
192 153 131
191 152 130
192 153 131
189 152 130
190 153 131
188 148 129
190 150 131
188 146 127
186 144 125
183 143 124
184 144 125
191 149 130
169 105 75
168 104 74
168 104 74
169 105 75
168 106 76
167 105 75
169 105 75
169 105 75
169 107 77
166 104 74
167 105 75
170 106 76
168 106 76
168 106 76
168 106 76
168 106 76
171 107 77
170 106 76
171 107 77
171 107 77
169 107 77
169 107 77
171 107 77
170 106 76
171 107 77
171 107 77
170 105 77
172 107 79
170 106 76
172 108 78
172 108 78
172 108 78
169 107 77
172 110 80
172 110 80
171 109 79
172 110 80
171 109 79
172 110 80
172 110 80
172 110 80
172 110 80
174 110 80
172 110 80
172 111 79
172 111 79
172 111 79
172 111 77
174 110 79
173 109 78
175 111 81
175 111 80
173 112 80
172 111 79
175 111 80
173 112 80
173 112 80
172 113 81
174 113 81
174 113 81
176 113 79
175 112 78
174 113 81
174 113 81
174 113 79
173 112 78
173 112 78
174 113 79
173 115 80
173 115 80
175 115 79
175 114 80
173 114 82
172 112 82
176 115 83
176 115 83
174 115 83
175 116 84
177 115 85
176 114 84
174 114 84
173 113 83
174 115 83
175 116 84
175 117 82
175 116 84
174 114 84
176 116 86
175 115 85
176 116 86
176 116 86
176 117 85
175 116 84
174 116 81
175 116 84
175 116 84
175 116 84
176 117 85
176 117 85
176 116 86
176 116 86
176 116 86
176 116 86
176 116 86
175 116 84
174 115 83
176 116 86
176 116 86
176 117 85
176 117 85
176 115 81
177 116 82
178 117 85
178 117 85
177 117 87
177 117 87
177 118 86
176 117 85
176 116 86
177 117 87
176 116 86
177 117 87
177 117 87
176 116 86
177 117 87
177 117 87
178 118 88
177 117 87
177 118 86
178 119 87
178 118 88
178 118 88
178 118 89
178 118 89
177 117 88
177 117 88
176 116 86
178 118 88
178 119 87
177 118 86
178 118 88
180 120 90
179 119 89
180 120 90
180 120 90
177 120 89
177 119 90
176 120 91
175 120 93
167 116 90
162 113 91
168 125 104
190 156 140
217 193 181
229 213 206
224 215 212
220 215 214
221 219 219
226 224 224
232 230 229
232 228 227
226 222 221
222 217 216
220 215 214
221 216 215
222 217 214
222 217 214
223 218 215
222 217 216
221 216 215
226 219 216
231 224 221
230 221 217
210 199 195
178 166 160
147 130 121
135 113 101
140 114 98
152 119 103
159 122 102
162 120 97
167 122 95
173 123 95
177 123 93
178 123 92
177 122 91
178 124 94
174 124 96
170 124 100
158 119 97
122 92 73
107 82 66
109 88 73
104 82 70
102 78 66
94 72 60
90 73 64
111 96 87
98 87 79
93 84 75
85 79 74
84 81 77
219 221 222
237 240 244
236 241 242
240 245 246
242 246 247
244 248 249
247 251 252
247 251 252
244 249 248
245 250 249
247 252 251
248 253 252
248 253 252
250 255 254
252 254 254
253 253 253
254 254 254
254 254 254
254 254 254
252 252 252
253 252 254
254 252 251
197 188 184
194 184 177
215 210 207
253 248 245
232 223 219
77 66 62
10 1 0
31 20 16
38 25 17
40 25 16
54 37 28
57 41 29
61 44 31
68 52 40
66 50 43
125 112 104
217 200 191
158 132 118
174 129 108
185 131 106
183 133 105
186 136 108
183 132 106
185 134 108
188 137 111
187 136 110
185 134 108
186 135 109
188 136 113
186 134 111
186 134 111
187 136 110
188 138 110
188 138 110
187 136 110
185 134 108
185 134 108
185 134 108
184 134 111
188 138 116
189 139 116
189 139 116
190 139 113
192 141 115
187 137 114
187 137 114
190 140 117
187 137 114
187 137 115
190 140 118
191 141 119
185 136 114
188 139 117
187 140 118
192 143 121
188 139 117
191 142 120
193 144 122
192 143 121
192 143 121
191 142 120
193 144 122
191 142 120
193 144 122
190 143 121
191 144 122
189 142 120
191 147 124
191 147 124
186 144 121
191 149 126
189 148 125
188 146 123
189 147 124
194 150 127
192 148 125
192 149 128
194 151 130
189 147 128
195 154 132
195 153 130
189 147 124
193 150 129
195 154 132
192 151 129
192 151 129
193 150 129
193 150 129
193 150 129
190 149 127
191 150 128
194 153 131
195 154 132
194 153 131
201 158 137
199 156 135
198 156 137
196 153 136
199 156 137
199 157 138
198 159 137
196 156 137
197 157 138
197 157 138
197 157 138
197 158 136
196 157 135
197 157 138
200 160 141
198 158 139
200 160 142
202 162 144
200 160 141
202 162 143
200 160 142
201 161 143
202 162 143
199 159 140
199 159 140
200 160 141
201 163 145
203 165 147
197 161 143
200 164 146
199 163 145
200 164 146
199 161 143
201 164 144
200 163 143
199 162 142
202 162 144
203 165 147
202 167 147
199 164 144
201 163 145
203 165 147
200 162 144
200 162 144
200 162 144
200 160 141
200 160 141
200 163 143
200 164 146
198 165 146
200 166 150
202 168 152
203 167 151
202 166 150
202 166 148
198 162 144
202 164 146
202 165 145
201 164 142
197 163 140
200 163 143
202 166 148
201 165 147
199 163 145
200 165 145
198 163 143
199 163 145
197 161 143
197 160 140
193 158 138
194 161 142
197 164 145
196 163 144
196 163 144
194 163 142
196 165 144
199 166 147
195 162 143
195 163 144
198 166 147
199 165 149
197 163 147
195 163 144
200 167 148
195 162 143
197 161 143
203 167 151
200 164 146
200 165 145
197 160 138
199 162 140
196 159 137
195 156 134
193 154 132
195 156 134
199 158 136
198 157 135
196 157 135
195 155 136
200 163 143
201 161 143
201 161 142
200 161 139
199 160 138
198 159 137
194 155 133
195 156 134
198 159 137
197 157 138
193 156 136
193 156 136
194 157 137
194 156 138
195 155 137
196 156 137
196 156 137
191 152 130
191 152 130
195 154 131
195 154 131
191 150 127
188 149 127
190 151 129
189 150 128
188 149 127
191 152 130
190 151 129
190 151 129
189 150 128
191 152 130
190 150 131
191 151 132
198 156 137
194 152 133
192 152 133
189 149 130
190 148 129
166 104 74
166 104 74
168 106 76
168 106 76
166 104 74
167 105 75
170 106 76
167 105 75
166 106 76
166 106 76
167 105 75
168 106 76
167 105 75
168 106 76
167 107 77
166 106 76
167 105 75
168 106 76
169 107 77
168 106 76
168 106 76
169 107 77
170 108 78
171 109 79
170 108 78
169 107 77
172 108 78
171 107 77
169 107 77
170 108 78
172 108 78
170 108 78
169 109 79
169 109 79
170 110 80
170 110 80
169 109 79
171 109 79
172 110 80
170 108 78
171 109 79
169 109 79
172 110 80
172 110 80
171 109 79
170 111 79
172 111 79
171 110 78
172 111 79
173 112 80
172 111 79
172 111 79
170 109 77
172 111 77
172 111 77
173 112 78
173 112 80
172 111 79
176 112 81
175 111 80
173 112 80
173 112 80
173 112 80
174 113 81
175 111 80
175 111 80
174 113 81
174 113 81
173 115 80
172 114 79
172 114 78
173 115 80
173 114 82
172 112 82
173 113 83
172 113 81
171 112 80
173 114 82
175 116 84
175 116 84
174 115 83
174 115 83
175 116 84
174 115 83
175 116 84
174 115 83
175 115 85
174 114 85
175 115 85
174 114 84
175 115 85
174 115 83
174 115 83
175 117 82
174 115 83
174 115 83
174 114 84
175 115 85
175 115 85
174 114 84
175 115 85
175 115 85
174 114 84
175 115 85
176 114 84
177 115 85
177 116 84
178 117 85
175 116 84
176 117 85
176 115 81
176 115 81
177 116 84
178 117 85
175 115 85
176 116 86
177 118 86
176 117 85
176 116 86
175 115 85
176 116 86
177 117 87
176 116 86
177 117 87
177 117 87
178 118 88
178 118 88
177 117 87
177 117 87
176 116 86
176 116 86
178 118 88
176 116 86
176 116 86
177 117 88
178 118 89
177 117 87
179 119 89
177 118 86
178 119 87
180 121 89
178 119 87
179 119 89
178 118 88
177 120 89
176 118 89
172 117 90
163 111 88
158 115 94
168 134 118
194 168 156
218 199 191
227 215 209
221 212 208
226 219 216
226 222 221
232 228 227
232 228 227
228 224 223
220 217 213
219 214 211
222 217 214
221 216 215
222 217 216
223 219 218
221 217 216
223 218 217
224 219 218
230 223 220
233 224 221
219 208 204
189 176 168
155 138 129
133 113 102
136 110 96
151 118 102
159 122 100
164 123 98
169 122 95
170 122 94
173 123 95
175 123 93
177 123 93
177 122 91
178 123 92
179 124 93
179 124 93
179 125 95
176 124 94
174 126 98
158 114 90
111 72 50
96 61 41
90 57 37
86 53 34
81 51 32
99 70 55
110 84 70
114 92 80
102 87 78
68 60 53
182 178 177
245 247 247
230 235 236
235 239 240
239 243 244
240 245 246
242 247 248
244 248 249
245 249 250
242 247 246
243 248 247
245 250 249
246 251 250
247 252 251
248 253 252
250 255 254
252 254 254
252 254 254
251 253 253
252 254 254
249 251 251
251 253 253
253 251 250
194 184 177
191 180 172
209 201 194
240 234 229
226 215 211
72 60 58
14 5 2
26 15 11
36 25 17
42 27 18
52 35 26
59 41 30
63 44 31
69 51 40
65 49 42
142 128 122
230 213 204
158 132 118
171 128 109
182 130 107
183 132 106
182 132 104
181 131 103
184 134 106
183 132 106
185 134 108
185 131 108
188 134 111
186 135 109
184 133 107
187 136 110
186 135 109
183 135 107
184 136 108
186 135 109
187 136 110
187 136 110
184 132 109
185 133 110
185 135 112
190 140 117
186 138 114
188 138 115
185 135 112
